year,fips_code,gini
2012,01001,0.667344360316215
2012,01003,0.7640368986051222
2012,01005,0.6124342691557341
2012,01007,0.7165815607957908
2012,01009,0.5774253224203394
2012,01011,0.6740141713288738
2012,01013,0.6270524425686308
2012,01015,0.6500106009535038
2012,01017,0.6391695734982892
2012,01019,0.6486313523163632
2012,01021,0.6349360429199409
2012,01023,0.7481382105626571
2012,01025,0.649304574697857
2012,01027,0.5463131790570024
2012,01029,0.5962901143562478
2012,01031,0.6489941702630978
2012,01033,0.7077968695255665
2012,01035,0.658898470403118
2012,01037,0.5954768468603714
2012,01039,0.6477869328618375
2012,01041,0.5670652801519913
2012,01043,0.5460324170094922
2012,01045,0.6700161451095514
2012,01047,0.6975333603475293
2012,01049,0.5843044419073448
2012,01051,0.685103757310462
2012,01053,0.7271028524751175
2012,01055,0.5941111154274175
2012,01057,0.5760653289780238
2012,01059,0.5601921488988216
2012,01061,0.6474578359699733
2012,01063,0.6634844922860353
2012,01065,0.6845780319178008
2012,01067,0.6266163890585219
2012,01069,0.6952302745933958
2012,01071,0.6509245288176193
2012,01073,0.6807540606643694
2012,01075,0.6863255385180227
2012,01077,0.6733239987376228
2012,01079,0.6753350512792525
2012,01081,0.61427062487334
2012,01083,0.7273999199373339
2012,01085,0.7138610232238864
2012,01087,0.664331510171256
2012,01089,0.7571106058442003
2012,01091,0.6717024440331132
2012,01093,0.5887162260713102
2012,01095,0.6267978664809779
2012,01097,0.7614216809233934
2012,01099,0.7299241656412774
2012,01101,0.6885439117247187
2012,01103,0.6049064710051529
2012,01105,0.7181757962408197
2012,01107,0.6784214173342863
2012,01109,0.5840105636328854
2012,01111,0.5749666347709435
2012,01113,0.7132611932213129
2012,01115,0.6063087395370521
2012,01117,0.6469013543144472
2012,01119,0.7139417842197848
2012,01121,0.6610206827829626
2012,01123,0.5784323149693981
2012,01125,0.6705059571828832
2012,01127,0.6134446496179498
2012,01129,0.7166220043983762
2012,01131,0.681180621546289
2012,01133,0.5350331918619784
2012,02,0.9446893419090986
2012,04001,0.9753734725407485
2012,04003,0.8064352374816823
2012,04005,0.9749122437777102
2012,04007,0.9637796540676516
2012,04009,0.932678105960743
2012,04011,0.8085848645664274
2012,04012,0.6889709242433495
2012,04013,0.9378212740055986
2012,04015,0.8741982346076721
2012,04017,0.9808175118599262
2012,04019,0.8573836816682627
2012,04021,0.8998619736469987
2012,04023,0.8279660425507083
2012,04025,0.908511558292388
2012,04027,0.8491238556006411
2012,05001,0.6105888992617631
2012,05003,0.781473248908182
2012,05005,0.6147251613559709
2012,05007,0.6316357553984072
2012,05009,0.6241755836966254
