fips,variable,value
16001,pct_clay,15.7224427498741
16003,pct_clay,23.0020544098348
16005,pct_clay,21.4745089208931
16007,pct_clay,24.0319697532541
16009,pct_clay,20.4211872880721
16011,pct_clay,19.6450685688117
16013,pct_clay,21.1845598040431
16015,pct_clay,18.7579212762726
16017,pct_clay,9.25731771318398
16019,pct_clay,20.1046871765169
16021,pct_clay,14.8440194603796
16023,pct_clay,19.4258656429269
16025,pct_clay,22.534979357145
16027,pct_clay,15.2288992924167
16029,pct_clay,22.5330461645641
16031,pct_clay,17.4154451388387
16033,pct_clay,20.5162854028885
16035,pct_clay,21.8241230495861
16037,pct_clay,20.1684689189969
16039,pct_clay,16.5551109348032
16041,pct_clay,23.961319896691
16043,pct_clay,19.6786421338415
16045,pct_clay,18.0598713445485
16047,pct_clay,15.2426664814521
16049,pct_clay,24.8632249801126
16051,pct_clay,21.1994891270994
16053,pct_clay,16.4866662979378
16055,pct_clay,17.4831246382263
16057,pct_clay,21.126146793621
16059,pct_clay,19.8240099658894
16061,pct_clay,26.1468090798476
16063,pct_clay,20.0672774156414
16065,pct_clay,19.1125927825508
16067,pct_clay,19.6300832312903
16069,pct_clay,22.5160152494484
16071,pct_clay,22.6932475591107
16073,pct_clay,15.4449629370223
16075,pct_clay,15.9214540275478
16077,pct_clay,19.168542852733
16079,pct_clay,9.65419745884899
16081,pct_clay,19.8301312398707
16083,pct_clay,15.9337829333776
16085,pct_clay,15.9344871401785
16087,pct_clay,22.309017678027
17001,pct_clay,26.7075575203332
17003,pct_clay,24.3699199202485
17005,pct_clay,23.0085046372895
17007,pct_clay,22.0531828996305
17009,pct_clay,24.6216674958587
17011,pct_clay,23.0529762501093
17013,pct_clay,23.5050835275433
17015,pct_clay,22.859195403643
17017,pct_clay,22.5386771826099
17019,pct_clay,27.039360537509
17021,pct_clay,24.9810067955555
17023,pct_clay,21.830841181455
17025,pct_clay,22.9723438486947
17027,pct_clay,23.4378391962841
17029,pct_clay,24.2528951128752
17031,pct_clay,25.7873143621144
17033,pct_clay,21.8018458384101
17035,pct_clay,22.7155138456187
17037,pct_clay,22.0042700268346
17039,pct_clay,25.6677787334259
17041,pct_clay,25.6588852931983
17043,pct_clay,26.7647728675282
17045,pct_clay,22.7306316181643
17047,pct_clay,21.7645098642554
17049,pct_clay,22.7947727039412
17051,pct_clay,23.1720089511233
17053,pct_clay,30.7316434100898
17055,pct_clay,23.1522894740213
17057,pct_clay,24.4116205388554
17059,pct_clay,23.8824040244661
17061,pct_clay,22.8794126783064
17063,pct_clay,24.6355029782544
17065,pct_clay,23.9829689197013
17067,pct_clay,27.2555727957415
17069,pct_clay,23.3516398809669
17071,pct_clay,24.7098443708033
17073,pct_clay,25.4847108174408
17075,pct_clay,26.1335806432599
17077,pct_clay,24.3618233832167
17079,pct_clay,22.7822355489042
17081,pct_clay,22.5069520982982
17083,pct_clay,23.1721941909671
17085,pct_clay,24.1515629587631
17087,pct_clay,22.9304319307042
17089,pct_clay,22.3283260428161
17091,pct_clay,21.6954392933396
17093,pct_clay,24.2791673307607
17095,pct_clay,26.1250663603904
17097,pct_clay,24.7864761137646
17099,pct_clay,25.131797864334
17101,pct_clay,21.9511768260556
17103,pct_clay,22.7420159504512
17105,pct_clay,28.7642725376215
17107,pct_clay,23.9368724608838
17109,pct_clay,26.5646485726733
17111,pct_clay,21.0339920858426
17113,pct_clay,27.4660732638155
17115,pct_clay,26.2887109303768
17117,pct_clay,23.6977611310175
17119,pct_clay,23.0322494021399
17121,pct_clay,22.845000427968
17123,pct_clay,25.788269607685
17125,pct_clay,19.6460496524713
17127,pct_clay,21.7299276213359
17129,pct_clay,23.558210201319
17131,pct_clay,25.0873904260715
17133,pct_clay,24.62236310087
17135,pct_clay,24.2881988270029
17137,pct_clay,24.1415312286162
17139,pct_clay,26.0403979800105
17141,pct_clay,22.7580023262346
17143,pct_clay,25.3873689690378
17145,pct_clay,23.43173419338
17147,pct_clay,26.8296086652579
17149,pct_clay,22.7481351030924
17151,pct_clay,22.7644715863243
17153,pct_clay,21.7862748101256
17155,pct_clay,24.1775248458721
17157,pct_clay,24.0022816037013
17159,pct_clay,22.6232969172341
17161,pct_clay,23.6572960218345
17163,pct_clay,23.4085872419318
17165,pct_clay,22.8826693127606
17167,pct_clay,24.7252953683732
17169,pct_clay,24.3209285597827
17171,pct_clay,22.5351454097799
17173,pct_clay,24.6223030820397
17175,pct_clay,26.04104456523
17177,pct_clay,22.7998544545908
17179,pct_clay,23.9234768974516
17181,pct_clay,22.5024964328713
17183,pct_clay,25.4320578482552
17185,pct_clay,21.9906995426443
17187,pct_clay,25.8985222964372
17189,pct_clay,23.2487779888808
17191,pct_clay,23.3204502580509
17193,pct_clay,22.8382132804435
17195,pct_clay,20.9920497292181
17197,pct_clay,24.3975762766532
17199,pct_clay,22.2038946996309
17201,pct_clay,22.2708410281834
17203,pct_clay,27.2528809444253
18001,pct_clay,33.7102350505773
18003,pct_clay,31.9009614991885
18005,pct_clay,22.0175965081014
18007,pct_clay,24.4466900382667
18009,pct_clay,31.0953464995849
18011,pct_clay,22.2623507347428
18013,pct_clay,21.5658135655451
18015,pct_clay,20.7145335259073
18017,pct_clay,19.630699709524
18019,pct_clay,23.7052000742142
18021,pct_clay,20.5446804384354
18023,pct_clay,22.4964458216128
18025,pct_clay,25.6079924769867
18027,pct_clay,21.1681835140271
18029,pct_clay,25.7941697131653
18031,pct_clay,22.6451121860511
18033,pct_clay,27.1222750567576
18035,pct_clay,27.1644498444685
18037,pct_clay,22.0331931808799
18039,pct_clay,17.7778044743559
18041,pct_clay,22.5880028477049
18043,pct_clay,26.9942464831266
18045,pct_clay,21.7155410988407
18047,pct_clay,22.9970819069978
18049,pct_clay,15.8133525092885
18051,pct_clay,21.2319653974986
18053,pct_clay,28.5256155075889
18055,pct_clay,21.6527254612958
18057,pct_clay,24.2444095048532
18059,pct_clay,24.7481489757642
18061,pct_clay,28.0436627126788
18063,pct_clay,21.9679367428704
18065,pct_clay,25.023091284375
18067,pct_clay,23.7864934360371
18069,pct_clay,28.6091637725299
18071,pct_clay,21.794894971808
18073,pct_clay,15.0553832154822
18075,pct_clay,32.2542883915868
18077,pct_clay,24.1929718843023
18079,pct_clay,22.5945473044096
18081,pct_clay,21.6493573139746
18083,pct_clay,21.3024621010418
18085,pct_clay,18.8639039836103
18087,pct_clay,17.4117280707629
18089,pct_clay,18.8477521043921
18091,pct_clay,14.6117402958303
18093,pct_clay,25.2534784493405
18095,pct_clay,25.297401597762
18097,pct_clay,22.6430961338916
18099,pct_clay,15.277222014759
18101,pct_clay,22.0872477953523
18103,pct_clay,23.0299141806828
18105,pct_clay,24.2712983473979
18107,pct_clay,21.767440094183
18109,pct_clay,21.3328547596853
18111,pct_clay,19.5108987573343
18113,pct_clay,20.3204799136698
18115,pct_clay,27.9012060006153
18117,pct_clay,26.7665839355249
18119,pct_clay,21.0443321778407
18121,pct_clay,20.3540655797764
18123,pct_clay,23.8915535534421
18125,pct_clay,21.8417643852639
18127,pct_clay,16.5101100817686
18129,pct_clay,21.9091506648477
18131,pct_clay,13.1653348870514
18133,pct_clay,21.364895743557
18135,pct_clay,28.4646371315859
18137,pct_clay,23.5363198137317
18139,pct_clay,22.7727214164978
18141,pct_clay,15.8716875467578
18143,pct_clay,22.2531344296039
18145,pct_clay,22.6790490694091
18147,pct_clay,22.560434772869
18149,pct_clay,12.203178538146
18151,pct_clay,20.9913175477054
18153,pct_clay,20.7102813845009
18155,pct_clay,27.2235424807355
18157,pct_clay,21.7346236861111
18159,pct_clay,25.3103647890663
18161,pct_clay,23.2806157579264
18163,pct_clay,22.4374720446598
18165,pct_clay,21.1801464537544
18167,pct_clay,20.4101931084331
18169,pct_clay,24.3110394888407
18171,pct_clay,23.6450520704969
18173,pct_clay,22.4428925440604
18175,pct_clay,26.5618178748657
18177,pct_clay,23.5091870794729
18179,pct_clay,31.7725956322628
18181,pct_clay,18.3220158685487
18183,pct_clay,25.4393999103015
19001,pct_clay,30.9604296242512
19003,pct_clay,32.1396946200065
19005,pct_clay,22.0894203839122
19007,pct_clay,31.7682068183039
19009,pct_clay,29.7754359289487
19011,pct_clay,23.481878876063
19013,pct_clay,22.156491809128
19015,pct_clay,26.4271407075538
19017,pct_clay,21.4972825744497
19019,pct_clay,21.8855184475665
19021,pct_clay,26.7376674734876
19023,pct_clay,22.147599000119
19025,pct_clay,28.2265854380335
19027,pct_clay,28.2875953441875
19029,pct_clay,30.425261998293
19031,pct_clay,24.7569312440742
19033,pct_clay,22.925124093719
19035,pct_clay,27.7410680547362
19037,pct_clay,21.7362076975805
19039,pct_clay,32.3148946475059
19041,pct_clay,26.6393453395283
19043,pct_clay,22.5122051844908
19045,pct_clay,24.0491285265689
19047,pct_clay,28.1649597322297
19049,pct_clay,27.4594755512754
19051,pct_clay,30.8936639020051
19053,pct_clay,32.0266223627708
19055,pct_clay,21.6125132552947
19057,pct_clay,27.4346212036739
19059,pct_clay,27.0270877265454
19061,pct_clay,22.2171574562168
19063,pct_clay,26.2521438861772
19065,pct_clay,21.6213128092524
19067,pct_clay,22.5920287664364
19069,pct_clay,24.0365233894013
19071,pct_clay,28.6268759397448
19073,pct_clay,27.8719814022971
19075,pct_clay,24.5875962093841
19077,pct_clay,28.3864603346297
19079,pct_clay,26.4374789451994
19081,pct_clay,23.8405920337069
19083,pct_clay,24.6265306876958
19085,pct_clay,27.4108750563822
19087,pct_clay,28.6104941806639
19089,pct_clay,22.7789710954656
19091,pct_clay,23.6623034354025
19093,pct_clay,27.983056265453
19095,pct_clay,25.8839021102906
19097,pct_clay,23.8120270427709
19099,pct_clay,26.1961733062883
19101,pct_clay,29.6391916896105
19103,pct_clay,25.1200478881231
19105,pct_clay,22.2253176631851
19107,pct_clay,28.4545449175443
19109,pct_clay,25.2230463681969
19111,pct_clay,28.3506849486764
19113,pct_clay,22.5846828302711
19115,pct_clay,25.4575477695409
19117,pct_clay,31.18597441141
19119,pct_clay,28.2043156289458
19121,pct_clay,30.3809737831453
19123,pct_clay,27.6600363827947
19125,pct_clay,27.8022151616828
19127,pct_clay,25.4749669277077
19129,pct_clay,28.0668246772505
19131,pct_clay,23.2088293125666
19133,pct_clay,29.4053240421064
19135,pct_clay,30.3237510680009
19137,pct_clay,29.7393559442648
19139,pct_clay,24.4651336905343
19141,pct_clay,28.9680028600761
